"","iid","id","wave","partner","gender","pid","like","dec","age_diff","samerace","int_corr","income_diff","sat_diff","goal_diff","go_out_diff","imprace","imprelig","attr","sinc","intel","fun","amb","shar"
"786",169,12,7,12,1,153,8,0,0,0,0.12,43241,-212,0,-1,2,3,9,10,8,7,8,6
"787",169,12,7,13,1,154,10,1,1,1,0.6,66474,0,-1,1,2,3,10,9,9,9,9,10
"788",169,12,7,14,1,155,8,0,1,1,0.23,43241,188,0,1,2,3,9,8,8,8,8,8
"789",169,12,7,15,1,156,8,0,-2,0,-0.05,-9793,-60,0,-1,2,3,8,8,10,8,10,8
"790",169,12,7,16,1,157,9,1,0,0,0.61,7449,70,0,1,2,3,10,8,8,9,9,8
"791",169,12,7,2,1,143,7,0,-5,1,0.27,7391,-215,0,-2,2,3,7,9,9,8,8,8
"792",169,12,7,3,1,144,8,0,5,1,0.55,-2104,-50,0,0,2,3,8,7,8,9,7,9
"793",169,12,7,4,1,145,8,0,4,1,-0.11,7391,188,0,1,2,3,7,9,9,8,9,8
"794",169,12,7,5,1,146,7,0,-8,1,0.01,27419,-226,1,1,2,3,7,8,9,7,8,7
"795",169,12,7,6,1,147,9,1,2,0,0.37,10448,-275,-1,1,2,3,10,8,8,9,8,8
"796",169,12,7,7,1,148,9,1,1,0,0.08,66474,190,-1,1,2,3,9,9,9,9,9,8
"797",169,12,7,8,1,149,9,0,0,1,0.45,20803,-60,0,0,2,3,9,8,9,8,8,8
"798",169,12,7,9,1,150,8,0,-3,1,0.3,23697,0,1,0,2,3,7,8,9,7,9,8
"799",17,7,1,1,1,1,2,0,9,0,0.34,30939,-70,-1,1,1,1,3,6,7,5,8,7
"800",17,7,1,10,1,10,3,0,4,1,0.41,10104,-60,-1,1,1,1,7,7,4,3,4,4
"801",17,7,1,2,1,2,4,0,6,1,0.6,27381,160,-1,1,1,1,5,3,4,3,5,3
"802",17,7,1,3,1,3,2,0,5,1,-0.26,47792,-60,-2,1,1,1,6,3,5,4,5,4
"803",17,7,1,5,1,5,3,0,9,1,-0.05,47792,172,-1,1,1,1,2,3,4,4,5,3
"804",17,7,1,6,1,6,3,0,7,0,0.47,21756,212,-1,1,1,1,5,6,8,4,5,4
"805",17,7,1,8,1,8,4,0,5,1,0.05,30939,0,-1,1,1,1,6,4,7,5,6,4
"806",17,7,1,9,1,9,8,1,4,0,0.21,10271,-30,-1,1,1,1,8,6,7,8,6,5
"807",170,13,7,1,1,142,7,1,4,0,-0.27,52185,92,0,1,2,1,7,7,7,7,5,7
"808",170,13,7,12,1,153,6,1,0,1,0.36,-25334,-358,0,0,2,1,5,7,7,6,5,7
"809",170,13,7,13,1,154,6,1,1,0,0.25,-15497,20,-1,2,2,1,6,6,7,5,7,7
"810",170,13,7,15,1,156,6,1,-2,0,0.75,3724,70,0,0,2,1,6,8,8,7,8,8
"811",170,13,7,16,1,157,5,1,0,1,-0.12,-17264,-150,0,2,2,1,6,6,6,5,7,6
"812",170,13,7,2,1,143,4,0,-5,0,0.55,2018,140,0,-1,2,1,5,7,7,5,7,3
"813",170,13,7,4,1,145,6,1,4,0,0.7,-8740,99,0,2,2,1,6,7,6,6,6,8
"814",170,13,7,5,1,146,5,1,-8,0,0.74,36363,-60,1,2,2,1,5,7,7,6,6,5
"815",170,13,7,6,1,147,6,1,2,1,0.43,-5351,-160,-1,2,2,1,7,7,7,6,6,7
"816",170,13,7,7,1,148,6,1,1,1,0.74,-5351,130,-1,2,2,1,6,6,7,5,8,5
"817",170,13,7,9,1,150,6,1,-3,0,0.15,32641,20,1,1,2,1,6,7,7,7,6,7
"818",171,14,7,1,1,142,7,1,5,1,-0.36,-7928,280,0,0,1,1,7,8,9,9,8,7
"819",171,14,7,10,1,151,8,1,1,1,0.33,60609,-191,1,1,1,1,9,9,8,8,7,6
"820",171,14,7,11,1,152,7,1,2,0,0.46,-3340,140,0,-1,1,1,7,7,8,5,7,4
"821",171,14,7,12,1,153,6,1,1,0,0.78,-48248,-40,0,-1,1,1,6,8,8,6,7,4
"822",171,14,7,13,1,154,8,1,2,1,0.53,44086,-30,-1,1,1,1,9,7,8,8,10,5
"823",171,14,7,14,1,155,8,1,2,1,0.52,26463,320,0,1,1,1,10,8,8,8,9,6
"824",171,14,7,16,1,157,9,1,1,0,0.51,10592,190,0,1,1,1,9,8,9,9,10,5
"825",171,14,7,4,1,145,6,1,5,1,0.38,7214,242,0,1,1,1,6,8,9,5,8,3
"826",171,14,7,5,1,146,8,1,-7,1,0.55,-3910,40,1,1,1,1,6,8,9,6,7,7
"827",171,14,7,6,1,147,9,0,3,0,0.54,10271,-286,-1,1,1,1,5,6,7,9,7,4
"828",171,14,7,7,1,148,8,1,2,0,0.42,50285,-275,-1,1,1,1,7,7,7,6,8,6
"829",172,15,7,1,1,142,6,1,3,1,0.04,19185,-190,0,-1,5,7,8,7,6,7,7,6
"830",172,15,7,10,1,151,6,1,-1,1,0,-3173,0,1,0,5,7,8,7,8,6,8,6
"831",172,15,7,11,1,152,6,1,0,0,0.02,-9915,-140,0,-2,5,7,7,8,8,4,6,3
"832",172,15,7,12,1,153,4,0,-1,0,0.29,29513,-191,0,-2,5,7,4,6,8,2,6,1
"833",172,15,7,15,1,156,7,1,-3,0,-0.08,-6701,70,0,-2,5,7,6,8,7,7,8,7
"834",172,15,7,2,1,143,1,0,-6,1,-0.01,-1722,-100,0,-3,5,7,4,8,9,2,8,1
"835",172,15,7,3,1,144,4,0,4,1,0.52,-2281,-59,0,-1,5,7,4,7,8,5,6,4
"836",172,15,7,4,1,145,3,0,3,1,-0.25,19185,170,0,0,5,7,2,7,9,2,4,2
"837",172,15,7,6,1,147,8,1,1,0,0.01,20954,17,-1,0,5,7,8,4,8,7,8,6
"838",172,15,7,7,1,148,6,1,0,0,-0.36,7558,141,-1,0,5,7,7,4,6,9,8,4
"839",172,15,7,8,1,149,6,1,-1,1,-0.09,1500,-140,0,-1,5,7,6,4,7,5,6,7
"840",172,15,7,9,1,150,3,0,-4,1,0.27,-19392,135,1,-1,5,7,4,6,8,4,6,3
"841",173,16,7,1,1,142,7,1,-2,1,-0.21,-20853,-142,0,-1,5,7,8,7,7,7,5,5
"842",173,16,7,11,1,152,5,0,-5,0,-0.15,-6840,210,0,-2,5,7,5,5,5,5,5,5
"843",173,16,7,12,1,153,5,0,-6,0,0.12,-4287,210,0,-2,5,7,5,5,5,5,5,5
"844",173,16,7,13,1,154,7,1,-5,1,0.54,-281,0,-1,0,5,7,6,7,6,7,6,6
"845",173,16,7,16,1,157,7,1,-6,0,0.49,-1039,0,0,0,5,7,7,8,8,8,8,7
"846",173,16,7,2,1,143,3,0,-11,1,-0.03,-8798,-120,0,-3,5,7,4,6,5,4,5,5
"847",173,16,7,3,1,144,4,0,-1,1,0.72,-27052,-140,0,-1,5,7,5,7,6,6,6,5
"848",173,16,7,5,1,146,4,0,-14,1,-0.21,5031,-225,1,0,5,7,5,6,5,5,5,4
"849",173,16,7,6,1,147,4,0,-4,0,0.03,17264,-60,-1,0,5,7,5,7,5,6,6,4
"850",173,16,7,7,1,148,5,0,-5,0,-0.34,1584,-22,-1,0,5,7,5,8,5,7,6,5
"851",173,16,7,8,1,149,8,1,-6,1,0.15,-3910,-261,0,-1,5,7,8,8,8,8,7,8
"852",174,1,8,1,0,184,6,1,5,0,0.34,-26673,99,-1,1,1,1,5,6,6,6,6,6
"853",174,1,8,10,0,193,7,1,-4,1,0.37,-22842,-140,-1,1,1,1,6,5,6,7,7,7
"854",174,1,8,2,0,185,5,0,-4,1,0.48,-11965,170,-1,-1,1,1,5,5,5,5,5,5
"855",174,1,8,5,0,188,7,1,-8,0,0.51,-11965,99,-1,2,1,1,5,5,5,5,5,5
"856",174,1,8,6,0,189,7,1,-2,0,0.22,-11965,99,-1,1,1,1,5,5,5,5,5,5
"857",174,1,8,7,0,190,6,1,-4,0,0.21,-26673,-60,-1,0,1,1,5,5,6,6,6,6
"858",174,1,8,8,0,191,6,1,-1,0,0.32,-26673,187,-2,1,1,1,5,6,5,7,7,6
"859",175,2,8,1,0,184,6,1,11,0,0.41,-8620,235,0,-1,5,8,7,7,7,7,7,7
"860",175,2,8,10,0,193,4,1,2,0,0.39,-4789,-370,0,-1,5,8,4,6,7,6,7,7
"861",175,2,8,3,0,186,4,0,1,0,0.48,3446,0,0,-2,5,8,2,8,8,7,8,6
"862",175,2,8,4,0,187,4,0,3,0,0.45,-4789,-21,0,0,5,8,4,6,7,7,6,7
"863",175,2,8,5,0,188,5,1,-2,0,0.43,6088,110,0,0,5,8,4,7,7,7,7,7
"864",175,2,8,6,0,189,7,1,4,1,0.1,-4789,-40,0,-1,5,8,4,7,7,6,6,7
"865",175,2,8,7,0,190,7,1,2,0,0.05,-8620,340,0,-2,5,8,7,8,7,7,5,7
"866",175,2,8,8,0,191,8,1,5,0,0.65,57223,-72,-1,-1,5,8,1,7,8,8,8,8
"867",175,2,8,9,0,192,7,0,1,0,0.05,57223,-20,0,-1,5,8,1,5,7,8,7,8
"868",176,3,8,1,0,184,6,1,6,0,0.48,-8620,-60,0,1,10,1,7,7,8,6,7,5
"869",176,3,8,10,0,193,7,1,-3,1,0.4,26150,-20,0,1,10,1,7,8,8,6,7,6
"870",176,3,8,2,0,185,6,0,-3,1,0.16,21401,0,0,-1,10,1,6,5,6,6,7,4
"871",176,3,8,3,0,186,7,1,-4,1,0.5,29873,-40,0,0,10,1,7,8,7,6,5,6
"872",176,3,8,4,0,187,2,0,-2,0,0.44,-11965,-160,0,2,10,1,5,5,5,5,5,5
"873",176,3,8,9,0,192,7,1,-4,0,-0.47,-23063,235,0,1,10,1,8,7,9,6,7,7
"874",177,4,8,1,0,184,6,1,12,1,0.07,-15868,260,0,0,8,3,5,7,7,5,6,5
"875",177,4,8,10,0,193,6,0,3,0,0.58,-12037,220,0,0,8,3,5,7,7,6,7,5
"876",177,4,8,2,0,185,2,0,3,0,0.31,-3802,-290,0,-2,8,3,2,3,3,3,5,2
"877",177,4,8,3,0,186,3,0,2,0,-0.06,-3802,60,0,-1,8,3,2,6,7,2,4,2
"878",177,4,8,4,0,187,4,0,4,1,0.14,-15868,-21,0,1,8,3,4,6,7,5,6,4
"879",177,4,8,7,0,190,7,1,3,1,-0.03,49975,59,0,-1,8,3,6,7,7,8,8,3
"880",177,4,8,8,0,191,7,1,6,1,0.14,49975,-40,-1,0,8,3,7,7,7,6,8,7
"881",177,4,8,9,0,192,7,1,2,1,0.07,49975,0,0,0,8,3,7,7,8,8,8,7
"882",178,5,8,1,0,184,7,0,-1,0,0.64,-15868,286,0,0,5,5,5,7,7,5,7,4
"883",178,5,8,2,0,185,5,1,-10,1,0.4,47574,-305,0,-2,5,5,7,7,7,6,7,7
"884",178,5,8,3,0,186,6,1,-11,1,0.51,-15868,140,0,-1,5,5,5,7,7,5,7,5
"885",178,5,8,4,0,187,4,0,-9,0,0.41,-42744,30,0,1,5,5,4,7,7,5,6,7
"886",178,5,8,5,0,188,5,0,-14,0,0.41,-42744,112,0,1,5,5,5,6,7,5,8,7
"887",178,5,8,6,0,189,6,1,-8,0,-0.02,-8620,30,0,0,5,5,7,7,7,5,7,7
"888",178,5,8,7,0,190,6,1,-10,0,0.01,-8620,30,0,-1,5,5,7,5,7,7,5,7
"889",178,5,8,8,0,191,7,1,-7,0,0.51,6088,110,-1,0,5,5,8,7,7,7,7,7
"890",178,5,8,9,0,192,5,0,-11,0,-0.11,19268,286,0,0,5,5,6,6,7,5,5,4
"891",179,6,8,1,0,184,2,0,4,0,0.38,-46575,-130,0,1,5,1,3,7,6,4,6,7
"892",179,6,8,10,0,193,5,0,-5,0,0.41,-42744,60,0,1,5,1,5,7,7,8,8,7
"893",179,6,8,2,0,185,2,0,-5,0,0.41,-46575,99,0,-1,5,1,4,6,6,5,6,6
"894",179,6,8,4,0,187,3,0,-4,0,0.41,-31867,-190,0,2,5,1,4,8,7,6,6,7
"895",179,6,8,5,0,188,3,0,-9,0,0.46,-31867,220,0,2,5,1,4,8,7,6,7,6
"896",179,6,8,6,0,189,5,0,-3,0,0.13,-42744,-20,0,1,5,1,4,8,7,5,7,7
"897",179,6,8,8,0,191,4,0,-2,0,0.45,-46575,-130,-1,1,5,1,4,7,6,4,6,5
"898",179,6,8,9,0,192,4,0,-6,0,-0.02,19268,99,0,1,5,1,6,6,6,6,5,4
"899",18,8,1,1,1,1,7,0,6,0,0.5,17477,-51,0,0,8,8,6,7,5,6,8,6
"900",18,8,1,10,1,10,7,0,1,1,0.07,-3358,20,0,0,8,8,6,6,6,6,6,5
"901",18,8,1,4,1,4,7,0,4,1,0.15,-14256,194,0,0,8,8,6,7,8,6,6,5
"902",18,8,1,5,1,5,6,0,6,1,0.07,34330,-73,0,0,8,8,5,5,6,5,5,5
"903",18,8,1,6,1,6,7,0,4,0,0.03,8294,0,0,0,8,8,6,7,8,7,8,5
"904",18,8,1,7,1,7,7,1,5,0,0.08,2610,-142,0,0,8,8,8,7,6,7,7,5
"905",18,8,1,8,1,8,7,1,2,1,0.17,-14256,-91,0,0,8,8,9,8,8,8,7,5
"906",180,7,8,1,0,184,8,1,10,0,0.24,1960,-121,1,0,2,2,7,8,7,8,7,6
"907",180,7,8,10,0,193,6,0,1,1,0.15,-12037,-150,1,0,2,2,7,7,7,8,6,5
"908",180,7,8,2,0,185,3,0,1,1,0.16,55027,-21,1,-2,2,2,4,4,4,3,3,3
"909",180,7,8,3,0,186,7,0,0,1,0.34,22842,20,1,-1,2,2,6,7,7,5,5,6
"910",180,7,8,4,0,187,5,0,2,0,-0.4,-35627,270,1,1,2,2,5,5,5,5,5,4
"911",180,7,8,5,0,188,7,0,-3,0,-0.07,3170,50,1,1,2,2,7,8,8,7,8,5
"912",180,7,8,6,0,189,6,0,3,0,-0.27,11940,50,1,0,2,2,7,6,7,6,6,5
"913",180,7,8,7,0,190,7,0,1,0,0.13,57223,-235,1,-1,2,2,8,7,7,8,7,6
"914",180,7,8,8,0,191,7,0,4,0,0.13,-28986,170,0,0,2,2,8,7,8,8,8,7
"915",180,7,8,9,0,192,8,1,0,0,0.02,4789,0,1,0,2,2,9,8,8,9,8,9
"916",181,8,8,10,0,193,8,1,3,0,0.54,4817,60,0,3,7,8,8,8,9,8,9,9
"917",181,8,8,3,0,186,7,1,2,0,0.44,13052,30,0,2,7,8,8,8,9,7,9,7
"918",181,8,8,4,0,187,4,0,4,0,0.38,15694,-20,0,4,7,8,4,4,4,4,4,4
"919",181,8,8,5,0,188,4,0,-1,0,0.4,15694,-20,0,4,7,8,4,4,4,4,4,4
"920",181,8,8,7,0,190,4,1,3,0,-0.18,4817,-80,0,2,7,8,5,5,6,10,5,4
"921",181,8,8,8,0,191,6,1,6,0,0.16,4817,-72,-1,3,7,8,8,9,8,8,8,4
"922",181,8,8,9,0,192,6,0,2,0,-0.3,66829,-91,0,3,7,8,6,4,4,9,5,9
"923",182,9,8,1,0,184,8,1,12,0,-0.34,4817,170,0,1,7,5,7,8,8,8,9,8
"924",182,9,8,10,0,193,8,0,3,0,0.53,4817,212,0,1,7,5,5,8,9,9,9,6
"925",182,9,8,3,0,186,8,0,2,0,0.56,-67484,171,0,0,7,5,6,8,10,9,10,8
"926",182,9,8,5,0,188,10,0,-1,0,0.1,15694,49,0,2,7,5,1,7,8,9,10,9
"927",182,9,8,6,0,189,6,0,5,0,-0.22,21797,30,0,1,7,5,6,8,8,8,9,8
"928",182,9,8,7,0,190,8,0,3,0,0.01,4817,-100,0,0,7,5,7,8,9,9,9,8
"929",182,9,8,8,0,191,9,1,6,0,-0.12,20198,218,-1,1,7,5,9,9,9,9,9,8
"930",182,9,8,9,0,192,9,1,2,0,0.33,20198,188,0,1,7,5,8,9,9,9,9,8
"931",183,10,8,1,0,184,7,1,10,1,0.28,5850,20,0,1,1,1,8,9,9,7,6,9
"932",183,10,8,10,0,193,8,0,1,0,-0.38,2771,91,0,1,1,1,7,8,7,6,6,6
"933",183,10,8,2,0,185,7,0,1,0,-0.01,-23916,-20,0,-1,1,1,7,6,7,6,6,7
"934",183,10,8,3,0,186,8,0,0,0,0.4,3417,60,0,0,1,1,8,8,8,7,6,5
"935",183,10,8,4,0,187,6,0,2,1,-0.13,44014,99,0,2,1,1,6,6,6,6,6,6
"936",183,10,8,5,0,188,5,0,-3,1,0.31,-17069,220,0,2,1,1,6,7,7,7,7,6
"937",183,10,8,7,0,190,9,0,1,1,0.24,47574,260,0,0,1,1,7,7,7,9,9,9
"938",183,10,8,9,0,192,8,1,0,1,0.32,-3173,70,0,1,1,1,8,8,8,8,8,8
"939",184,1,8,1,1,174,7,1,5,0,0.34,26673,-326,1,-1,1,1,8,10,10,8,6,7
"940",184,1,8,2,1,175,5,0,11,0,0.41,8620,160,0,1,1,1,7,10,10,7,10,8
"941",184,1,8,3,1,176,9,1,6,0,0.48,46575,-112,0,-1,1,1,10,10,10,7,10,6
"942",184,1,8,4,1,177,9,0,12,1,0.07,15868,150,0,0,1,1,8,10,10,10,10,10
"943",184,1,8,5,1,178,8,1,-1,0,0.64,26673,-326,0,0,1,1,8,10,10,8,9,7
"944",184,1,8,6,1,179,8,1,4,0,0.38,46575,-11,0,-1,1,1,10,10,10,10,10,5
"945",184,1,8,8,1,181,9,0,12,0,0.43,-986,-60,0,-3,1,1,10,10,10,8,10,9
"946",184,1,8,9,1,182,7,0,12,0,-0.34,26673,-30,0,-1,1,1,8,10,10,8,9,6
"947",185,2,8,10,1,183,6,0,1,0,-0.01,23916,99,0,1,3,4,6,6,6,7,6,10
"948",185,2,8,2,1,175,2,0,2,0,0.56,4789,-40,0,3,3,4,3,8,8,4,7,6
"949",185,2,8,3,1,176,2,0,-3,1,0.16,-14385,0,0,1,3,4,3,8,8,4,7,6
"950",185,2,8,4,1,177,6,0,3,0,0.31,49558,-40,0,2,3,4,2,9,9,8,9,5
"951",185,2,8,5,1,178,7,0,-10,1,0.4,6652,-91,0,2,3,4,3,7,7,6,8,9
"952",185,2,8,6,1,179,10,1,-5,0,0.41,10592,175,0,1,3,4,8,8,9,9,9,10
"953",185,2,8,7,1,180,9,1,1,1,0.16,13497,103,-1,2,3,4,9,10,8,8,8,5
"954",185,2,8,8,1,181,9,1,3,0,0.62,-4817,-160,0,-1,3,4,9,10,8,8,8,5
"955",185,2,8,9,1,182,9,1,3,0,0.42,10592,0,0,1,3,4,6,8,9,9,9,5
"956",186,3,8,1,1,174,5,0,-5,1,0.35,14607,50,1,0,4,3,4,6,6,5,5,3
"957",186,3,8,10,1,183,4,0,0,0,0.4,3802,-303,0,0,4,3,7,7,6,6,5,3
"958",186,3,8,3,1,176,7,1,-4,1,0.5,-22431,-50,0,0,4,3,8,7,7,6,7,8
"959",186,3,8,4,1,177,4,0,2,0,-0.06,3802,-200,0,1,4,3,5,5,7,8,5,2
"960",186,3,8,5,1,178,3,1,-11,1,0.51,14607,0,0,1,4,3,5,6,6,2,5,5
"961",186,3,8,7,1,180,6,1,0,1,0.34,-14371,-20,-1,1,4,3,7,7,7,6,8,8
"962",186,3,8,9,1,182,4,0,2,0,0.56,3802,210,0,0,4,3,5,7,6,5,5,2
"963",187,4,8,1,1,174,5,1,-3,0,0.71,26673,90,1,-2,10,5,6,8,7,8,5,10
"964",187,4,8,10,1,183,1,0,2,1,-0.13,19415,30,0,-2,10,5,4,1,1,1,1,1
"965",187,4,8,2,1,175,3,0,3,0,0.45,3674,-50,0,0,10,5,6,10,10,5,10,5
"968",187,4,8,6,1,179,7,1,-4,0,0.41,-19268,-120,0,-2,10,5,7,7,7,8,7,7
"970",187,4,8,9,1,182,5,0,4,0,0.07,3674,160,0,-2,10,5,6,7,7,5,7,5
"971",188,5,8,1,1,174,2,0,-8,0,0.51,11965,210,1,-2,1,1,4,5,5,5,5,5
"972",188,5,8,10,1,183,3,0,-3,1,0.31,11965,170,0,-2,1,1,4,5,5,5,5,5
"973",188,5,8,2,1,175,4,1,-2,0,0.43,-6088,-41,0,0,1,1,6,5,6,5,5,5
"974",188,5,8,4,1,177,2,0,-1,1,-0.13,1160,380,0,-1,1,1,3,4,5,5,5,5
"975",188,5,8,5,1,178,3,1,-14,0,0.41,-6088,350,0,-1,1,1,5,5,6,5,5,5
"976",188,5,8,7,1,180,6,1,-3,0,-0.07,-48248,-72,-1,-1,1,1,8,8,5,8,5,8
"977",188,5,8,9,1,182,2,0,-1,0,0.1,-13899,-175,0,-2,1,1,5,7,7,6,7,5
"978",189,6,8,1,1,174,5,0,-2,0,0.22,11965,350,1,-1,6,1,5,8,7,5,5,4
"979",189,6,8,10,1,183,7,0,3,0,0.05,-21317,40,0,-1,6,1,6,8,7,7,7,6
"980",189,6,8,2,1,175,6,0,4,1,0.1,82349,-100,0,1,6,1,6,6,5,5,4,5
"981",189,6,8,3,1,176,7,0,-1,0,-0.05,-9970,90,0,-1,6,1,8,8,5,6,4,5
"982",189,6,8,4,1,177,5,0,5,0,0.05,-5339,-286,0,0,6,1,5,6,6,5,9,5
"983",189,6,8,5,1,178,6,0,-8,0,-0.02,-5339,-240,0,0,6,1,5,8,8,5,5,6
"984",189,6,8,6,1,179,8,0,-3,0,0.13,47072,400,0,-1,6,1,7,8,8,8,8,7
"985",189,6,8,7,1,180,6,0,3,0,-0.27,-1851,-70,-1,0,6,1,6,8,8,6,6,5
"986",189,6,8,9,1,182,6,0,5,0,-0.22,-5850,-175,0,-1,6,1,5,7,6,6,7,5
"987",19,9,1,1,1,1,6.5,1,7,0,0.28,23111,131,-1,0,1,1,7,7,8,8,8,9
"988",19,9,1,10,1,10,7,1,2,1,0.49,-7928,-386,-1,0,1,1,7,7,7,7,6,6
"989",19,9,1,2,1,2,8,1,4,1,0.11,-9253,280,-1,0,1,1,8,6,9,9,8,7
"990",19,9,1,4,1,4,8,1,5,1,-0.47,18826,10,-1,0,1,1,7,7,7,10,9,10
"991",19,9,1,5,1,5,7,1,7,1,-0.13,-4895,280,-1,0,1,1,5,9,9,9,9,6
"992",19,9,1,6,1,6,6,1,5,0,0.46,31067,10,-1,0,1,1,6,7,7,6,6,6
"993",19,9,1,7,1,7,9,1,6,0,-0.34,9349,190,-1,0,1,1,9,7,9,9,9,10
"994",19,9,1,8,1,8,8,1,3,1,-0.47,-19670,-50,-1,0,1,1,8,7,8,10,8,10
"995",190,7,8,1,1,174,4,0,-4,0,0.21,-39170,-2,1,0,1,1,5,8,8,8,4,3
"996",190,7,8,10,1,183,6,1,1,1,0.24,-47574,-35,0,0,1,1,8,3,8,8,4,1
"997",190,7,8,2,1,175,7,1,2,0,0.05,4789,-40,0,2,1,1,9,8,8,9,8,10
"998",190,7,8,3,1,176,7,1,-3,0,-0.34,3724,-310,0,0,1,1,9,8,8,7,9,3
"999",190,7,8,4,1,177,4,0,3,1,-0.03,7214,90,0,1,1,1,5,8,5,8,5,5
"1000",190,7,8,5,1,178,5,0,-10,0,0.01,-972,140,0,1,1,1,3,9,8,9,8,9
"1001",190,7,8,6,1,179,9,1,-5,0,0.22,46575,-60,0,0,1,1,10,8,10,9,9,5
"1002",190,7,8,7,1,180,6,1,1,0,0.13,10271,92,-1,1,1,1,7,5,7,7,5,7
"1003",190,7,8,8,1,181,7,1,3,0,-0.18,-29264,-145,0,-2,1,1,6,9,9,9,8,9
"1004",191,8,8,1,1,174,5,0,-1,0,0.32,25012,-60,2,-1,6,1,5,8,7,6,6,8
"1005",191,8,8,10,1,183,5,0,4,1,0.43,-25049,-163,1,-1,6,1,5,7,7,6,6,6
"1006",191,8,8,2,1,175,5,0,5,0,0.65,8620,212,1,1,6,1,5,9,8,7,8,8
"1007",191,8,8,3,1,176,6,1,0,0,0.32,-7806,-28,1,-1,6,1,7,8,7,7,8,7
"1008",191,8,8,4,1,177,5,0,6,1,0.14,15025,0,1,0,6,1,5,7,7,6,6,6
"1009",191,8,8,5,1,178,6,0,-7,0,0.51,31005,100,1,0,6,1,5,8,7,7,5,5
"1010",191,8,8,6,1,179,7,1,-2,0,0.45,13517,90,1,-1,6,1,8,8,9,8,8,6
"1011",191,8,8,9,1,182,6,0,6,0,-0.12,31005,100,1,-1,6,1,5,7,7,7,8,5
"1012",192,9,8,1,1,174,4,0,-5,0,-0.03,-39170,-230,1,-1,2,7,3,8,8,4,6,3
"1013",192,9,8,10,1,183,6,0,0,1,0.32,-66829,10,0,-1,2,7,5,7,6,5,5,6
"1014",192,9,8,2,1,175,6,0,1,0,0.05,-57223,-40,0,1,2,7,4,8,7,6,4,5
"1015",192,9,8,3,1,176,5,0,-4,0,-0.47,-39170,-160,0,-1,2,7,7,8,9,3,9,3
"1016",192,9,8,5,1,178,5,0,-11,0,-0.11,-66829,-130,0,0,2,7,4,7,6,6,6,4
"1017",192,9,8,6,1,179,7,1,-6,0,-0.02,-19268,-60,0,-1,2,7,7,7,8,8,6,4
"1018",192,9,8,7,1,180,7,1,0,0,0.02,-19268,170,-1,0,2,7,7,7,8,8,6,4
"1019",192,9,8,8,1,181,3,0,2,0,-0.3,-66829,-160,0,-3,2,7,7,7,6,5,6,3
"1020",192,9,8,9,1,182,5,0,2,0,0.33,-39170,90,0,-1,2,7,3,8,7,6,7,3
"1021",193,10,8,1,1,174,7,0,-4,1,0.37,22842,40,1,-1,2,2,3,9,7,5,6,6
"1022",193,10,8,10,1,183,7,0,1,0,-0.38,22842,100,0,-1,2,2,6,8,7,7,6,6
"1023",193,10,8,2,1,175,8,1,2,0,0.39,4789,70,0,1,2,2,5,8,8,6,8,9
"1024",193,10,8,3,1,176,5,0,-3,1,0.4,22842,0,0,-1,2,2,6,9,9,3,9,6
"1025",193,10,8,4,1,177,8,0,3,0,0.58,12037,-120,0,0,2,2,6,8,8,6,8,7
"1026",193,10,8,5,1,178,8,0,-10,1,0.27,12037,20,0,0,2,2,3,9,9,6,10,9
"1027",193,10,8,7,1,180,8,1,1,1,0.15,4789,0,-1,0,2,2,7,8,8,6,7,8
"1028",193,10,8,8,1,181,8,1,3,0,0.54,-4817,-50,0,-3,2,2,8,10,8,6,9,9
"1029",193,10,8,9,1,182,8,0,3,0,0.53,12037,199,0,-1,2,2,3,9,7,6,8,6
"1030",194,1,9,1,0,214,7,1,-1,1,-0.22,-18916,0,-1,0,9,9,7,8,10,8,10,7
"1031",194,1,9,10,0,223,6,0,4,1,0.3,-38460,215,-1,0,9,9,6,10,10,7,10,6
"1032",194,1,9,11,0,224,7,1,8,1,0.19,-18916,91,-2,-2,9,9,7,9,10,8,9,9
"1033",194,1,9,12,0,225,7,0,4,0,-0.18,-38460,85,-1,0,9,9,7,10,10,8,9,6
"1034",194,1,9,13,0,226,7,1,-1,1,-0.07,-42903,183,-1,1,9,9,10,8,8,8,8,7
"1035",194,1,9,14,0,227,7,1,2,1,0.57,-9590,190,-1,-1,9,9,10,8,7,7,9,6
"1036",194,1,9,15,0,228,6,0,0,0,-0.05,-38460,110,0,-1,9,9,7,10,10,6,10,5
"1037",194,1,9,16,0,229,7,1,4,1,0.33,-35562,140,-1,-1,9,9,8,9,8,6,7,7
"1038",194,1,9,17,0,230,5,0,18,1,-0.02,-26585,0,-1,-1,9,9,6,10,9,8,8,6
"1039",194,1,9,18,0,231,7,1,6,0,-0.28,-19555,-171,-1,-1,9,9,8,10,9,8,8,7
"1040",194,1,9,19,0,232,5,0,7,1,-0.44,-20408,-332,-1,-2,9,9,5,10,9,6,7,6
"1041",194,1,9,20,0,233,7,0,5,0,0.17,-23311,91,-1,0,9,9,6,7,9,7,8,6
"1042",194,1,9,3,0,216,5,0,3,1,0.34,-10628,-80,-1,-1,9,9,4,8,8,6,8,5
"1043",194,1,9,4,0,217,6,1,2,1,-0.43,-992,-10,-2,0,9,9,8,8,10,7,10,9
"1044",194,1,9,6,0,219,6,1,2,1,-0.03,-992,0,-1,0,9,9,8,9,8,7,8,6
